tweetText,stance_israel,authorUsername
"This was the same line from Dems in the Senate last week, refusing to condemn pro-Hamas student demonstrators. Why can’t we just say, attacking Jewish people is wrong - full stop. No equivocations, no asterisks, no change of subject",1,@HawleyMO
"It has been over 100 days since the Iran-backed terrorist group, Hamas, attacked #Israel.

America must remain strong in support of Israel's right to self-defense and we must do everything possible to free the innocent hostages who remain in captivity by Hamas.",1,@RepFrenchHill
"Today, Congress came together in prayer to remember the victims of the atrocities in Israel, their families, and those still being held hostage. Even amid darkness, America stands with Israel.",1,@RepDLesko
"At least 10% of UNRWA employees have direct ties to terror groups, and one of Joe Biden’s first decisions in office was to resume sending them money and supplies.
 
We should not be funding a terrorist teachers program that works hand-in-hand with Hamas.",1,@SenTomCotton
"Yesterday, Israeli President Herzog addressed a joint meeting of Congress, where I had the honor of attending the event with Rabbi Goldman and Edie Roodman. Always great to see 
@SenatorLankford
 too.",1,@RepBice
"Today, 85 years later, we remember Kristallnacht, the precursor to the Holocaust.

As violence and antisemitism spikes across the world, we must never forget when 90+ Jews were killed, 200+ synagogues and 7,500+ Jewish stores were vandalized, and 30,000 Jews were sent to camps.",0,@RepJoshG
"Catch-and-release policies, paired with the massive increase in terrorist watchlist suspects apprehended at the Southwest border, are a recipe for a national security disaster.",0,@RepMarkGreen
"I will continue to post up-to-date information to my website. For resources for Americans in Israel, visit this page:",0,@RepCasten
"After the deadliest single day for Jews since the Holocaust, we must condemn the massacre & hostage-taking of innocent civilians by Hamas terrorists.

Together, we must work to root out antisemitism because the price of apathy is too high.",1,@USRepKCastor
"My heart is with the families of the three U.S. service members lost during the attack in Jordan.
 
I wish a quick recovery to the many service men and women who were injured – they stood bravely on the front lines to keep us safe from terror & protect the freedoms we cherish.",1,@RepJoshG
"Join 
@CornellBPP
 for a round table on #AI and #SocialMedia with Rep. Ted Lieu, former Rep. Steve Israel (director), and Cornell professors Doug Kriner and Helen Nissenbaum, Nov 13 at #CornellTech: https://bit.ly/40O8yhH

#Policy #FederalPolicy #Misinformation #Democracy #Event",0,@cornell_tech
"On this morning 22 years ago, thousands of innocent lives were tragically taken in the 9/11 terrorist attacks. We remember and honor those lost, survivors, the brave first responders who saved lives and the strength of our country that stood united during adversity. #NeverForget",0,@RepGregoryMeeks
"We are in the midst of a humanitarian crisis. 

We've got to get more help into Gaza, and this initiative will save lives. #SOTU",-1,@SenatorCardin
"[2/3] As 2023 also marks 90 years since Hitler established the first concentration camp in his efforts to eradicate world Jewry, we celebrate the miracle that the 2,000 year old dream of Jewish self-determination has been achieved & that #Israel is the vibrant country it is today",1,@BradSherman
Chuck Schumer’s demand for new Israeli elections is inappropriate and offensive.,1,@SenTomCotton
"Proud to work w/ 
@SpeakerMcCarthy
, 
@RepJeffries
, Chair 
@RepDavidKustoff
, 
@RepAnnWagner
, 
@RepMalliotakis
, 
@RepDesposito
, 
@RepJames
, 
@RepMaxMiller
, 
@RepDeanPhillips
, 
@BradSherman
, 
@RepKManning
, 
@RepRitchie
 and 
@RepNikema
 to strengthen our bonds with Israel!",1,@RepMikeLawler
My prayers go out to the families of those who were tragically killed during a terrorist attack in Jerusalem. No one should have to worship in fear. The American people stand with the nation of Israel and condemn every action of religious violence.,1,@RepRonnyJackson
"Today marks 100 days in captivity for the remaining men and women taken by Hamas on October 7th. 

That is 100 days too long. 

I’m praying for the hostages and their families and will not stop fighting until they are all safely home.",1,@RepHaleyStevens
"There is NO context in which calls for the genocide of Jews is acceptable rhetoric.

I called on the governing boards of 
@Harvard
, 
@Penn
, & 
@MIT
 to reexamine their codes of conduct and protect Jewish students from calls for the genocide of Jews on campus.",1,@RepKManning
"The video of Tyre Nichols' killing brings pain, horror, and terror. I grieve for him and his family. Those responsible must face justice.

We can't stop there. I'll never stop working to create the coalition necessary to pass policing reform and to help end this.",0,@CoryBooker
"Beyond its illegality, these actions are wrong. We can NEVER bomb our way to peace.

The only solution is #CeasefireNOW & diplomacy that ensures lasting peace for all.",-1,@RepCori
"When the history of the Israel-Hamas war is written, the 
@nytimes
 will be remembered for its tactical assistance to Hamas. It began with reporting that minimized the October 7 attack and maximized the casualties to Gaza civilians. When that didn’t end the battle, it shifted to…",-1,@DavidM_Friedman
"We define who we are as a community Baltimore, not Hollywood or a reckless few trying to hold our seniors and young people hostage with #GunViolence. Their evil is wrong and we will hold them fully accountable. But it is not who we are! We’ve come too far to accept this nonsense.",0,@RepKweisiMfume
"Primer on int'l humanitarian law (IHL): ""Blocking entry of  food, water, medicines & cutting off electricity...is a banned method of warfare...No matter how horrific the actions of Hamas, IHL does not permit an aggrieved party to respond in kind.""",-1,@RepJayapal
"We must continue to send a strong and unified message to Israel and our adversaries throughout the Middle East.

The U.S. stands with Israel.",1,@RepDLamborn
"Story: GOP Rep. Jack Bergman pushes to censure a Michigan colleague, Detroit Rep. Rashida Tlaib, over her criticism of Israel 

https://detroitnews.com/story/news/politics/elections/2023/10/11/gops-bergman-pushes-to-censure-rashida-tlaib/71147507007/… via 
@detroitnews",0,@nannburke
"First, Hamas terrorists are not victims.  They are murderous, antisemitic invaders of a free and sovereign nation who have committed unspeakable crimes against humanity.  They are radical Islamic jihadists who have decapitated babies, burned elderly women alive and killed,…",1,@RepAndyBarr
"Instead of unequivocally backing our strongest ally in the Middle East, President Biden looked up from his ice cream cone long enough to call for a ceasefire in Gaza—and Hamas terrorists have no interest in complying.",-1,@RepBobGood
The brutal attacks by Hamas on innocent people of Israel are acts of terror —Israel has the support of the American people.,1,@SenatorLankford
"2. Public waves of antisemitism in Western countries, instead of public waves of support for Israel

3. The exposure of deep alignment between:
Hamas <-> Progressives <-> Universities

(2/2)",1,@RepWilliams
"Proof that Senate Democrats care more about weaponizing the IRS to come after you, than giving Israel the weapons to defeat Hamas and defend democracy.",1,@RepMcCormick
"These Hamas supporters, many with their faces covered work in the Biden White House? 

They should all quit or if identified be fired.",1,@marcorubio
"Last week, President Biden announced to the world from the Oval Office that America would bring accountability to terrorists and those who sponsor terrorism.

Mr. President, where is the accountability?

Americans are being attacked, and gruesomely killed. This is absolutely…",-1,@RepArrington
"Why? Why with just hours to go before a government shutdown are we wasting time voting on bills with extreme cuts, which have no chance of becoming law, and pursuing a baseless impeach inquiry? 

Time to drop the political games and hostage demands.",0,@RepCarbajal
"Joined NatSec Dems expressing deep concern to 
@POTUS
 for PM Netanyahu’s military strategy in Gaza.

“The mounting civilian death toll and humanitarian crisis are unacceptable and not in line with American interests; nor do they advance the cause of security for our ally Israel.”",-1,@RepJasonCrow
"The continued attacks on Israel are unconscionable, and it is critical that the US supports Israel’s right to defend itself. I’m proud to consponsor a resolution that reaffirms our steadfast and unwavering support for Israel, and condemns Hamas for committing such atrocities.",1,@RepHarshbarger
"America has a Constitutional obligation to pay its bills. Democrats are prepared to work together with Republicans to prevent a devastating default on our debt, but we will never allow our communities to be held hostage by their extreme MAGA priorities.",0,@RepYvetteClarke
"Today, along with other elected officials, I joined a vigil in Queens to honor the lives of those murdered in Hamas terrorist attack on Israel, and to pray for those who remain missing. We will stand with Israel as it defends its people and long term security.",1,@RepGregoryMeeks
"Progressives are reportedly calling for Palestinians to be resettled into American communities.

I introduced the GAZA Act to put a STOP to that. 

There are plenty of countries in the region that can take them in.

The U.S. should NOT.",1,@RepTiffany
"Now more than ever, we must stand with Israel, our oldest ally in the Middle East.

Today, I joined my colleagues in passing a resolution that condemns Hamas’ horrific terrorist attacks against innocent Israeli men, women, and children.

When America leads, the world follows.",1,@RepMikeTurner
Republican Members of the Georgia Delegation proudly #StandWithIsrael ,1,@RepRickAllen
"Thank you 
@RepMillsPress
 for helping my office get constituents home from Israel!",1,@RepMalliotakis
"RELEASE: Sen. Cruz Response to Schumer’s Israel Comments

https://cruz.senate.gov/newsroom/press-releases/sen-cruz-response-to-schumers-israel-comments…",0,@SenTedCruz
Yesterday I joined my colleagues from both sides of the aisle for a vigil and moment of silence in recognition of the loss of life in Israel.,1,@RepKimSchrier
Israel is our closest ally in the Middle East. I attended President Herzog’s Joint Address to Congress and will continue working on efforts that advance the security and shared interests of both our nations.,1,@SenGaryPeters
"Our community stands with you in this difficult time. I continue to call for ALL hostages to be released, including their relative Tal Shoham.",1,@RepJayapal
"Joined colleagues in signing a bipartisan letter to 
@SecBlinken
 urging the 
@StateDept
 to hold Turkey accountable for their support of Hamas. 

Hamas is a terrorist organization, and other suggestion is ridiculous and wrong.

Turkey is a NATO ally- they should act as such.",1,@RepRudyYakym
"I'm with Tim.

I #StandWithIsrael",1,@RepJames
"During the 2006 Palestinian Legislative Council elections, Hamas won 74/132 seats. 

Hamas also runs Gaza. Make no mistake, Hamas is Palestinian leadership.",1,@RepTenney
"Strength deters war, while weakness invites it.

Make no mistake—the people of Israel are paying the devastating price today for President Biden’s $6 billion ransom payment to Iran.

The Biden Administration’s appeasement put blood in the water, and now it has blood on its hands.",1,@SenKatieBritt
"South Carolina stands with Israel. 

",1,@RepTimmons
"It’s been 86 days since Iran-backed Hamas terrorists took hundreds hostage, including Americans. 

As you celebrate New Year’s Day, don’t forget the families without their loved ones and dealing with this unimaginable pain. #BringThemAllHome",1,@SenRickScott
Rabbis for Ceasefire & Members of Congress Hold Press Conference at US Capitol,-1,@rodfeishalom
"American citizens who want to leave Israel on U.S. government transportation must fill out the State’s Crisis Intake Form. 
https://cacms.state.gov/s/crisis-intake",0,@RepGregStanton
"It’s like deja vu all over again with another government shutdown looming.

It’s time Congress passes my solution to take gov shutdowns off the table for good & stop holding the American people hostage.",0,@SenatorLankford
"Honored to have Israel represented at the 
@5000RoleModels
 #MLKDAY Breakfast!",1,@RepWilson
"We must maintain space and place for criticism of Israeli leadership and policy, and I've done that face-to-face with PM Netanyahu. But attacking and delegitimizing a people and inclusive nation constantly defending their own existence is neither fair nor progressive. 3/4",1,@RepDeanPhillips
The Democrats’ national security bill fails to address the deadly drugs and potential terrorists breaching our southern border every day. This isn’t national security – it’s sabotage.,0,@SenJohnBarrasso
"Texas has the constitutional right to defend itself from invasion. Full stop.

Proud to lead over 20 of my colleagues in an Amicus Brief supporting 
@GovAbbott
’s efforts to secure the border and protect Texans.",0,@RepArrington
"Turns out defacing a sign won’t stop my unwavering support for Israel.

#IStandWithIsrael",1,@RepWalberg
"Today, I stood with the families of hostages held by Hamas. Some of the captives are children, still young enough to be scared of the dark. 

No cease fire should be considered until every hostage is returned. #BlueRibbonsforIsrael",1,@RepAuchincloss
"The prosecution of this war so far by Netanyahu’s far-right government has been an unquestionable strategic failure. Devastating Gaza, ignoring settler violence, and abandoning a two-state solution does not make Israel safer or lasting peace easier to achieve.",-1,@PattyMurray
"When I met with Noa's mother, I never imagined we'd be hearing of her murder in captivity just days later. It's devastating.

Hamas is a terrorist group that seeks only to destroy the Jewish people, but let me be clear: that's not happening.",1,@SenRickScott
"Iran is the world's largest state sponsor of terrorism, yet this Administration continues to bend over backwards trying to appease them.

Iran is at the center of unrest in the Middle East and we continue to embolden them.",1,@RepMarkAlford
Our resolve is strong and we will continue to have Israel’s back with resources and assistance going forward as they respond to these despicable acts of terrorism. ,1,@SenCapito
"This is why I called for a ceasefire early. This is why I voted against war in Iraq. 

Violence only begets more violence. We need a ceasefire now to prevent deadly, costly, catastrophic escalation of violence in the region.",-1,@RepBarbaraLee
"Hamas’ brutal terrorist attacks against innocent Israeli men, women, and children cannot go unanswered.

Israel is going to fight back and defend itself.

Today, I spoke with 
@JakeTapper
 on 
@CNNSOTU
 about U.S. support for Israel and the need to defeat Hamas.",1,@RepMikeTurner
"I condemn the anti-Muslim threats experienced by my constituents, as well as the recent rise in Islamophobic & anti-Palestinian bigotry. Hate-filled targeting based on ethnicity or religion is unconscionable & should be condemned by everyone.",0,@BettyMcCollum04
"Rep. Cammack joined 
@RepMMM
 and colleagues in demanding the administration refreeze the $6B the Biden admin. sent to Iran, along with securing the safe rescue and return of American hostages. 

Read more:",1,@RepKatCammack
"This is outrageous. The people of East Palestine are still living with the consequences of this toxic burn.

This is more proof that Norfolk Southern put profits over safety & cannot be trusted.",0,@SenSherrodBrown
"A Long War: This may be a long war, and the United States must stand shoulder-to-shoulder with Israel every step of the way. The future of a Jewish State of Israel is not guaranteed. Many could argue that its long-term is now and has always been an open question.",1,@RepGregLandsman
"To cut funding for 
@UNRWA
 when Palestinians in Gaza are facing a humanitarian catastrophe is cruel.

That’s why I joined my colleagues in calling on the U.S. to reverse course.

It’s unacceptable to deny innocent civilians critical aid.",-1,@RepPressley
"I’ll be joining 
@MorganOrtagus
 and 
@RLHeinrichs
 at the 
@HudsonInstitute
 to discuss Hamas’s terror campaign and my efforts to combat their use of sexual violence as a weapon of war.

Tune in live",1,@SenJoniErnst
"“Republicans are holding hostage critical money that our allies need.”


@RepBarragan
 from the 
@HispanicCaucus
 details her concerns that the Biden admin. may be giving too much to Republicans in border talks.


@jdbalart",-1,@MSNBC_reports
"Thank you President Biden for restating your commitment to the safety and well being of the people of East Palestine and Northern Ohio, and for keeping the focus on holding Norfolk Southern accountable.",0,@RepMarcyKaptur
"Today's Joint Meeting of Congress with President 
@Isaac_Herzog
 is a testament to the strong partnership, shared values, and deep friendship that have connected the United States and Israel for more than 75 years.

Tune in today at 11am ET: https://speaker.gov/live/",1,@SpeakerMcCarthy
"We must continue to work to protect civilians in Gaza and ensure access to basic necessities like food and water, as my colleagues and I recently urged to 
@POTUS
:",-1,@RepJudyChu
"NEW: In addition to the influx of Chinese, FOX encountered 3 Syrian men in Jacumba, CA. They will receive additional screening when they are processed because Syria is designated by the U.S. as a “state sponsor of terror” 
@FoxNews",0,@GriffJenkins
"This battle in Israel is good vs. evil. 
 
Israel is defending her people and Hamas is a blood thirsty terrorist.",1,@RepMcCormick
"Hamas has already killed 30 Americans and taken many more hostage. With bipartisan colleagues, I’m pushing for the Biden admin to offer whatever support necessary to immediately and safely rescue kidnapped Americans.",1,@MarkWarner
"THREAD: This week we 
@DailyCaller
 reported on the shocking story of how an al-Shabaab terrorist crossed the southern border, was encountered by Border Patrol and released into the country for nearly a year.",0,@JennieSTaer
"The October 7th attack on Israeli civilians by Hamas terrorists was the worst attack on Jews since the Holocaust. For all taken hostage, we must never stop working to bring them home.",1,@RepMonicaDLC
"Chairman 
@RepMikeTurner
 to 
@TeamCavuto
:

“It’s certainly no surprise to Iran when their terrorist organization, Hamas, a franchise, actually undertakes a terrorist attack on innocent Israeli civilians.”",1,@HouseIntel
Rep. Tom Tiffany and Rep. Andy Ogles are introducing the ‘GAZA Act‘ which would ban President Joe Biden’s administration from importing Palestinians to the United States to be resettled in American communities.,1,@alx
".
@RepThomasMassie
 tells me that 147 Republicans voted in favor of the unconstitutional FISA extension because they were told if it didn't pass, the government couldn't spy on terrorists. If you're in Congress, and if you fell into that trap, you're not smart enough to be in DC.",0,@glennbeck
": I introduced a resolution with 
@RonnyJacksonTX
 to denounce the recent order from the International Court of Justice (ICJ) that wrongfully imposed provisional measures against Israel for defending herself from Hamas.

More:",1,@RepDavidKustoff
"""Violation of law by 1 party cannot justify or sanction actions by other that violate IHL prohibitions...Civilians in Gaza are also protected by IHL rule of proportionality, which prohibits attack which could cause civilian casualties that are excessive or disproportionate...""",-1,@RepJayapal
"The LAST thing the American people want is for their taxpayer dollars to bail out WOKE banks such as SVB. The Biden Administration is quick to help out their allies in Silicon Valley, but where were they when the East Palestine disaster happened?",0,@RepRonnyJackson
US President Joe Biden called Prime Minister Benjamin Netanyahu and emphasized that the US stands alongside Israel and fully supports Israel's right to self-defense.,1,@IsraeliPM
"Reps Fitzpatrick, Moskowitz, Gallagher and Sherman introduce bipartisan resolution condemning Hamas’s use of human shields, calling for immediate dismantlement of and unconditional surrender by Hamas and other terrorist organizations responsible for 10/7. https://fitzpatrick.house.gov/2023/11/fitzpatrick-introduces-bipartisan-resolution-condemning-hamas-use-of-human-shields…",1,@mdubowitz
Rom Braslavski was working as a security guard at the Supernova festival when Hamas attacked. Survivors saw him get 2 young women to safety before being wounded on both hands. He was last seen helping another woman out of a garbage container to a safer location. #BringThemHome,1,@SenatorRicketts
"Men, women, children, and even infants are being murdered and taken hostage by Hamas terrorists. Make no mistake, the People's House and the U.S. will not look away from these evil attacks against Israel. Today, we condemned these brutal attacks and support our friends in Israel.",1,@RepGuthrie
"Despite the attacks on Americans in the Middle East, the Biden administration has allowed Iran access to billions. 

I'm calling on 
@POTUS
 to ramp up sanctions pressure to prevent Iran from initiating a larger conflict in the Middle East. Read more:",1,@RepBryanSteil
President Biden’s speech incisively summoned moral courage & practical wisdom to stand with Israel as it struggles to defend itself. He met the moment.,1,@SenBlumenthal
"Defunding DHS won’t secure our border.

Instead of taking Secretary Mayorkas hostage and threatening to shut down our government, my Republican colleagues should be working with us to tackle this crisis head on—not make it worse for taxpayers.",0,@RepLouCorrea
"At a time when hate seeks to further tear our communities apart, it is more important than ever to stand with our neighbors, Jewish & Muslim, to denounce bigotry & work to uphold our highest American ideals. It is up to each of us to treat one another with respect and dignity.",0,@RepStenyHoyer
"From 
@WashTimes
: “Biden shatters records for worst border with 3.2 million illegal immigrants, 169 terrorism suspects”

These numbers are shocking and reinforce, yet again, the need to secure our southern border NOW.",0,@SenCapito
"You’ve also provided Iran with over $40 billion, via hostage payments and oil sanctions relief.

It’s a big deal.",0,@RepEliCrane
"Now is the time for bold action. Here's how America must meet the moment:

1. Rescue all American hostages
2. Provide full support for our ally Israel
3. Confront Iran and the new Axis of Evil
4. Focus on securing our own open border
5. Condemn antisemitism in the United States",1,@SpeakerMcCarthy
"I just watched the 40-something minute footage of the Oct. 7 Hamas terror attack in Israel. 

it was absolutely horrendous.  

if you have the opportunity, go see it.",1,@JakeSherman
"We introduced our #CeasefireNow Resolution on Oct 16.

Since then, the Israeli military has killed thousands of civilians, including over 4,000 children, with U.S. support.

How many will die before more of our colleagues join our call for 
@POTUS
 to facilitate a ceasefire?",-1,@RepCori
"NEW: I joined 
@HouseCommerce
 Chair 
@CathyMcMorris
 in sending a letter to the 
@EPA
 with questions I’ve been hearing from East Palestine residents.",0,@RepBillJohnson
"America stands with our ally Israel.
 
Congress and the Biden Administration should quickly approve and fulfill any urgent Israeli requests for assistance and do all we can to fully support Israel.",1,@SenToddYoung
"Today marks the third anniversary of the Abraham Accords, a historic step toward a prosperous and peaceful Middle East. The United States stands with our allies in the region to support our shared goals of development, innovation, and strategic partnership.",1,@RepTedLieu
"Israel is at war with a terrorist organization Hamas, who violently attacks civilians and disregards all human life. The U.S. must stand with our closest ally in the Middle East.",1,@CongressmanGT
"President Biden calls white supremacy ""the most dangerous terrorist threat to our homeland"" while delivering remarks during this year's commencement ceremony at Howard University, a historically Black University.",0,@CBSNews
"The movement for a ceasefire is growing, and we will keep fighting until no more innocent civilian lives are lost. Now is the time for peace. We need a #CeasefireNow.",-1,@RepBowman
"The remaining American hostages, who have somehow managed to survive, have been suffering in Hamas captivity for 83 days. 

Joe Biden had yet to show us a plan of action to get these hostages home. His lack of urgency should be of no surprise to Americans, especially since his…",1,@RepMillsPress
"In addition, billions of dollars of military equipment, trusted allies & American civilians were left behind & the Afghan people were turned over to the same terrorist regime that hosted & sheltered Osama Bin Laden.",0,@TomColeOK04
A ceasefire only helps Hamas. Israel has the right to defend itself from terrorists who wish to see the eradication of the Jewish people. I will always stand with Israel!,1,@RepTimmons
"Al-Shabaab Terrorist Caught Illegally Crossing the Border

This is exactly why we need to close the border! Terrorists, cartel members, and dangerous criminals are just walking into America. Shut it down!",0,@RepKeithSelf
"The Biden Admin threw out President 
@realDonaldTrump
's successful Maximum Pressure Campaign & replaced it with a campaign of maximum concessions. 

The fact that these waivers were issued on the anniversary of the September 11th terrorist attacks adds insult to injury.",0,@repkevinhern
"Conditioning aid to Israel would only help Hamas in their goal of annihilating Israel and the Jewish people.

The United States must continue to back our key democratic ally, Israel, in their effort to fight terror, not tie her hands behind her back.
https://cnbc.com/video/2023/12/01/rep-josh-gottheimer-on-israel-aid-we-need-to-make-sure-we-back-our-key-ally.html…",1,@RepJoshG
"The antisemitic rot within the UN unfortunately runs deep.

I have long been calling for the U.S. to cut off all funding for the 
@UNRWA
.

Not a penny of U.S. tax dollars should be going towards anyone helping Hamas.",1,@RepRudyYakym
"Yom Ha’Atzmaut Sameach! This week marks 75 years since Israel’s founding.

The U.S. and Israel have enjoyed a strong and enduring relationship, rooted in our shared values of democracy and freedom.",1,@RepGregStanton
"Rep. Sykes joins her colleagues in supporting the Administration’s efforts to negotiate a pause. 

A pause will help the release of hostages, give desperately needed relief to millions of civilians displaced by this war and open a path to ending the conflict.",-1,@RepEmiliaSykes
"The Biden administration is reportedly applying pressure on Israel to prematurely end its combat operations in Gaza. Last week, Rep. Gallagher led 30 of his colleagues in a letter to President Biden urging the admin not to undermine Israel’s security mission and to respond to…",1,@RepGallagher
Great conversation at the B’nai B’rith Bread Breakers luncheon. I’m a strong supporter of Israel and support their efforts to destroy Hamas. The increase in anti-Semitism is totally repugnant. I also gave a Capitol Hill update as well.,1,@RepDonBacon
"Israel is experiencing its own 9/11. There is no both sides to this attack. 

Hamas is a terrorist group mass murdering hundreds of innocent Israelis and taking women and children hostage.

The U.S. must stand ready to provide Israel with the support it needs to defend itself…",1,@RepAdamSchiff
"Almost 80 years after the liberation of Auschwitz we are called on this #HolocaustRemembranceDay to stand against hatred and honor the memory of the millions murdered by the Nazis — including over 6 million Jewish men, women, and children.

#NeverForget & #NeverAgain",0,@SenGaryPeters
"Earlier this month, I met with some Floridians who showed me milk cartons with hostages on them—their goal: to raise awareness of the innocent civilians held by Hamas.

I told them they should come to DC and share this with my colleagues, and this week, these same cartons…",1,@SenRickScott
".
@BarackObama
’s piece articulates the complexity of the Israel-Gaza crisis and the US’ responsibility to both support our allies and defend human rights.

If you haven’t already, have a read:",0,@RepJasonCrow
Joe Biden is going to give Iran upwards of $17 BILLION in a new nuclear deal. Is he kidding? Iran is a barbaric state-sponsor of terrorism and we absolutely cannot jump back in a deal with them.,1,@RepLisaMcClain
"With the abhorrent terrorist attacks in the last few weeks, it is clear that the U.S. cannot allow Iran to prevail in its attempts to shatter the Middle East.

Now more than ever, Israel needs to know they are not alone.",1,@RepDLamborn
"While Israel, one of America’s greatest allies, remains under attack Rashida Tlaib led an insurrection at the Capitol alongside fellow terrorist sympathizers. Rashida and other members of the Hamas Caucus should be expelled from Congress immediately!",1,@RepHarshbarger
"Allowing leaders from Iranian-backed terrorist organizations like Hezbollah to purchase blue checkmarks on @X is unacceptable. 
 
Elon Musk is profiting from their horrific crimes – this isn’t a game he can simply ignore.",1,@RepJoshG
"From his botched Afghanistan withdrawal to his toleration of Houthi attacks on ships in the Red Sea, President Biden has truly failed in the Middle East. We haven't seen a foreign policy blunder this bad since the rise of ISIS, but I guess he was in the White House for that, too.",-1,@RepMarkGreen
"""O God, thou art terrible out of thy holy places: the God of Israel is he that giveth strength and power unto his people. Blessed be God."" Psalm 68:35",0,@RepRonnyJackson
"For weeks, I've called for a ceasefire between Israel & Hamas to protect more innocent people from becoming victims of this conflict.

As the death toll continues to rise, the US must play an active role in rescuing hostages, supplying humanitarian aid to Gaza & saving lives. 1/",-1,@JoaquinCastrotx
"While 
@POTUS
’s proposed budget keeps food on families' kitchen tables, extreme Republicans keep threatening a calamitous national default so they can rip away benefits or erect barriers to the SNAP program. 

We can't allow SNAP or any essential program to be taken hostage.",0,@RepJudyChu
"Five years ago today, 11 Jewish people were murdered at #TreeOfLife Synagogue in Pittsburgh in the worst such attack in U.S. history.

We must redouble our efforts to combat antisemitism so that we can be a country where people of all faiths, races, and backgrounds feel safe.",0,@RepShontelBrown
"I welcome 
@SenSchumer
’s insightful comments on new directions for policy in the Middle East. His leadership on a path forward to lasting peace & stability is important.",1,@SenBlumenthal
"Hate crimes against the Jewish community are reaching ""historic levels"" according to the 
@FBI
. We must turn the tide against this rise in hate and speak out against antisemitism and islamophobia in America. Now. https://cnn.com/2023/10/31/politics/fbi-director-antisemitism-wray/index.html…",0,@SenBobCasey
"America is great today because of its diversity, understanding, and inclusion. Let us remember that in Jewish American Heritage Month as we celebrate the extraordinary contributions of Jewish Americans and work to combat antisemitism. #JAHM2023",1,@RepJuanVargas
Praying for our friends in Israel this morning. Just an awful situation.,1,@JDVance1
"I joined a bipartisan group of my Senate colleagues to express our profound disappointment in the 
@UN
’s response to Hamas’s widespread use of rape and sexual assault as weapons of war against women in Israel.

More on this important letter here:",1,@SenCapito
"I fully support Israel and their ability to defend themselves from violent terrorists.  

I voted to help aid Israel in this fight because it’s our Biblical duty to support God’s chosen people.",1,@RepJerryCarl
"Today, I sat in stunned silence with a bipartisan group of House members as we watched a horrific compilation of video images from the October 7 massacre of Israeli citizens by Hamas terrorists. 

We watched in horror as fathers were blown up in front of their children and free…",1,@RepFrenchHill
"This should have a disclaimer.

“THIS MESSAGE WAS BROUGHT TO YOU BY BIG PHARMA”
 
It’s the greedy drug companies who decide not to invest in cures because that’s not where the “big bucks” are. They’re just mad they can’t hold patients hostage with price gouging anymore.",0,@SenTinaSmith
"Communist China is feeding our kids anti-Semitic, pro-Hamas propaganda on TikTok.

This is intentional.

It’s time to ban TikTok.",1,@RepAshleyHinson
"Over 31% of humans are Christian, 24% Muslim, & only .2% Jewish. There are 158 Christian majority nations, 49 Muslim, & only 1 Jewish - created after 6 million Jews were exterminated just 8 decades ago. And that one, tiny nation is constantly attacked, so please open your hearts.",1,@RepDeanPhillips
"Here's the latest information for U.S. Citizens in Israel from 
@TravelGov
. If you need additional assistance, please open a case with my office and a constituent advocate will be in touch with you soon. We're here to help. You can open a case online here: https://casework.civicapp.us/casework/.",0,@janschakowsky
"Carmel Gat, an occupational therapist, had just returned to her home in Kibbutz Be’eri when she was abducted by Hamas. She has not been seen since. #BringThemHome",1,@SenatorRicketts
"As we are witnessing a rise in antisemitism across the world, it is more important than ever for us to remember and educate on the Holocaust. This International Holocaust Remembrance Day and every day, I’m committed to standing with our Jewish community and rooting out hatred.",1,@RepBowman
"Calls for a ceasefire should be directed at Hamas – the internationally recognized terrorist organization – not Israel, which is using military force to rescue hostages and defeat the hostage takers.",1,@RepAuchincloss
"#NEW: The House passes a slate of bipartisan financial services legislation to confront the generational economic threat posed by the #CCP, combat terrorism financing, and decrease global reliance on Russian agriculture exports.

Read more 
https://financialservices.house.gov/news/documentsingle.aspx?DocumentID=409114…",0,@FinancialCmte
"Hamas has now rejected four ceasefire offers in just over a month.

We all want a lasting ceasefire for #Gazans & #Israelis. But it cannot be any more clear that Hamas cares neither for the lives of Jews nor Palestinians – they care only about death & trying to annihilate Israel.",1,@BradSherman
"I’m thrilled that every single servicemember whose promotion was held hostage by Sen. Tuberville finally got it before Christmas.
 
Now, the House should pass our legislation to get them the back pay and seniority they are owed!",0,@MarkWarner
"Last night, I voted to censure 
@RepRashida
 for her antisemitic and incendiary remarks that implicitly call for the destruction of Israel. 


@Israel
 is our ally and these comments are unbecoming for a member of Congress.",1,@RepMonicaDLC
" HAPPENING NOW: Senator 
@TomCottonAR
 kicks off the 
@RJC
 Spring Leadership Summit in Washington, DC, discussing the Middle East, Ukraine, China, Russia, and key threats facing the U.S.",0,@RJC
"The Biden Administration’s border crisis has allowed known and suspected terrorists to sneak into our country, and the FBI has no idea where they are.",0,@RepPfluger
The shooting of 3 young Palestinian Americans in Vermont is a tragic act of vile bigotry. Hate and Islamophobia have no place in our society. My prayers are with these young men and their families.,0,@SenatorWarnock
"I welcome the news from the Admin. of deferred enforced departure for Palestinians currently in the U.S. — which I called for in Nov. 2023.

This decision protects innocent civilians by allowing Palestinians currently in the U.S. to safely remain here.",-1,@SenGaryPeters
"Today on 
@NEWSMAX
: We discussed the dangers of the woke mind virus, including the rise of antisemitism on college campuses. 

This week, three Ivy League college presidents refused to say that students’ calls for the genocide of Jewish people violated school conduct policies.…",1,@RepHouchin
