Name,Party,State,Birth_Year,Children_Count,Race,Gender,V1,V2,V3,V4,AIPAC,CongressDistrict,PVI,JewishPop,AIPAC_norm,Age_2024,CD_CODE,V1_pro-Israel,V1_pro-Palestine,V2_pro-Israel,V2_pro-Palestine,V3_pro-Israel,V3_pro-Palestine,V4_pro-Israel,V4_pro-Palestine,CD_ID,Own_Israel_V1,Own_Palestine_V1,Neighbor_Israel_V1,Neighbor_Palestine_V1,Region_Israel_V1,Region_Palestine_V1,Own_Israel_V2,Own_Palestine_V2,Neighbor_Israel_V2,Neighbor_Palestine_V2,Region_Israel_V2,Region_Palestine_V2,Own_Israel_V3,Own_Palestine_V3,Neighbor_Israel_V3,Neighbor_Palestine_V3,Region_Israel_V3,Region_Palestine_V3,Own_Israel_V4,Own_Palestine_V4,Neighbor_Israel_V4,Neighbor_Palestine_V4,Region_Israel_V4,Region_Palestine_V4,CD_Total_Students,CD_Men,CD_Women,CD_White,CD_Black,CD_Hispanic,CD_Asian,CD_NativeAm,CD_Pacific,CD_Multi,CD_Intl,Neighbor_Students,Stance_UpTo_V1,Stance_UpTo_V2,Stance_UpTo_V3,Average_Stance_Israel
Bill Huizenga,Rep,Michigan,1969,5,White,Male,1,1,1,1,76129,MI-04,0.0474,0.005,-0.3902546732511007,55,MI-04,0,1,0,9,0,32,0,73,MI-04,0,1,0,3,0,4,0,9,2,13,2,22,0,32,2,28,2,60,0,73,2,42,2,115,36014,15139,20875,23536,3216,3484,1095,165,25,1575,1496,177130,1,0.5,0.7142857142857143,0.7142857142857143
Tim Walberg,Rep,Michigan,1951,3,White,Male,1,1,1,1,88460,MI-05,0.1456,0.007,-0.3439263772048686,73,MI-05,0,0,0,0,0,0,0,0,MI-05,0,0,6,21,6,21,0,0,7,118,7,118,0,0,9,199,9,199,0,0,10,319,10,319,22616,9461,13155,12339,2292,1847,460,110,39,879,921,293919,0.8823529411764706,0.9047619047619048,0.9047619047619048,0.9047619047619048
Debbie Dingell,Dem,Michigan,1953,0,White,Female,0,0,NA,0,34000,MI-06,-0.1089,0.029,-0.5485358170457413,71,MI-06,2,5,3,21,5,32,6,74,MI-06,2,5,2,15,4,20,3,21,3,49,6,70,5,32,7,76,12,108,6,74,10,101,16,175,79927,37077,42850,38151,7159,7607,9656,176,71,4034,9706,206974,NA,NA,NA,NA
Elissa Slotkin,Dem,Michigan,1976,0,Jewish,Female,0,0,1,0,548470,MI-07,0.0212,0.007,1.384358389985726,48,MI-07,0,2,0,7,0,10,0,15,MI-07,0,2,3,9,3,11,0,7,5,43,5,50,0,10,11,89,11,99,0,15,14,181,14,196,69544,31314,38230,45115,5527,4887,4561,230,57,2973,4557,247122,NA,0,0,0
Dan Kildee,Dem,Michigan,1958,3,White,Male,0,0,0,0,28100,MI-08,0.0107,0.005,-0.5707024658716896,66,MI-08,0,1,0,9,0,20,0,29,MI-08,0,1,0,2,0,3,0,9,0,25,0,34,0,20,0,38,0,58,0,29,0,54,0,83,32985,13107,19878,22015,4244,2155,581,200,22,1174,665,139255,-1,-0.5,-0.5,-0.5
Lisa McClain,Rep,Michigan,1966,4,White,Female,1,1,1,1,44434,MI-09,0.1754,0.004,-0.50933466215592,58,MI-09,0,0,0,0,0,0,0,0,MI-09,0,0,2,6,2,6,0,0,3,26,3,26,0,0,7,41,7,41,0,0,9,56,9,56,3473,1192,2281,2638,192,194,34,135,1,87,24,155454,0.625,0.7,0.7,0.7
John James,Rep,Michigan,1981,3,Black,Male,1,1,1,1,340573,MI-10,0.0305,0.005,0.6032770694826435,43,MI-10,1,1,1,6,1,6,1,7,MI-10,1,1,1,7,2,8,1,6,2,30,3,36,1,6,6,47,7,53,1,7,9,64,10,71,18327,7607,10720,11041,3284,1031,1041,101,24,707,313,82082,0.9230769230769231,0.90625,0.8823529411764706,0.8823529411764706
Haley Stevens,Dem,Michigan,1983,0,White,Female,1,1,1,0,945864,MI-11,-0.0738,0.067,2.877391143127918,41,MI-11,1,2,2,4,6,5,8,5,MI-11,1,2,4,19,5,21,2,4,5,72,7,76,6,5,7,109,13,114,8,5,9,177,17,182,34598,14625,19973,19886,5772,2066,1737,103,49,1495,1692,251487,0.75,0.7209302325581395,0.6530612244897959,0.6530612244897959
Rashida Tlaib,Dem,Michigan,1976,2,Arab,Female,0,0,0,0,4510,MI-12,-0.2254,0.018,-0.6593314905842527,48,MI-12,1,6,1,12,1,19,1,22,MI-12,1,6,3,12,4,18,1,12,5,51,6,63,1,19,11,79,12,98,1,22,15,138,16,160,36205,17063,19142,19373,5989,1751,1879,102,50,1240,2496,158536,NA,-1,-1,-1
Shri Thanedar,Dem,Michigan,1955,2,Asian,Male,0,1,1,0,157647,MI-13,-0.2347,0.005,-0.0839867276589551,69,MI-13,0,5,0,26,0,42,1,59,MI-13,0,5,5,14,5,19,0,26,7,43,7,69,0,42,13,62,13,104,1,59,16,108,17,167,44011,17826,26185,19077,12268,2799,3458,124,23,2056,2982,169057,0.25,0.2222222222222222,0.2222222222222222,0.2222222222222222
Brad Finstad,Rep,Minnesota,1976,7,White,Male,1,1,1,1,16000,MN-01,0.0741,0.002,-0.616162881260499,48,MN-01,2,1,2,6,2,6,2,10,MN-01,2,1,3,8,5,9,2,6,3,26,5,32,2,6,4,39,6,45,2,10,6,82,8,92,45967,18075,27892,31992,3098,3372,1706,172,29,1478,2126,286777,0.3333333333333333,0.375,0.375,0.375
Angie Craig,Dem,Minnesota,1972,4,White,Female,1,1,1,0,455643,MN-02,-0.0061,0.01,1.035601862771098,52,MN-02,0,1,0,2,0,2,0,27,MN-02,0,1,3,29,3,30,0,2,3,102,3,104,0,2,8,163,8,165,0,27,12,242,12,269,11972,5440,6532,6969,1205,1439,740,27,8,689,581,434936,NA,NA,NA,NA
Dean Phillips,Dem,Minnesota,1969,2,Jewish,Male,NA,0,1,NA,0,MN-03,-0.0754,0.022,-0.6762758272291726,55,MN-03,0,1,0,11,5,20,5,21,MN-03,0,1,1,15,1,16,0,11,1,41,1,52,5,20,1,57,6,77,5,21,4,109,9,130,33442,14150,19292,16057,6795,3214,3085,128,23,1791,449,210292,0.6666666666666666,0.631578947368421,0.631578947368421,0.631578947368421
Betty McCollum,Dem,Minnesota,1954,0,White,Female,0,0,1,0,59100,MN-04,-0.1661,0.021,-0.4542336330573846,70,MN-04,0,11,0,35,0,59,0,90,MN-04,0,11,2,19,2,30,0,35,2,66,2,101,0,59,2,125,2,184,0,90,6,270,6,360,53224,20867,32357,27609,8481,4818,5940,217,55,2327,2043,326195,0,-0.09090909090909091,-0.2941176470588235,-0.2941176470588235
Ilhan Omar,Dem,Minnesota,1982,3,Arab,Female,0,0,0,0,0,MN-05,-0.2973,0.035,-0.6762758272291726,42,MN-05,1,14,1,39,1,55,4,82,MN-05,1,14,0,13,1,27,1,39,0,48,1,87,1,55,5,81,6,136,4,82,5,138,9,220,169096,47046,122050,75278,43615,16912,11194,667,356,6389,6336,127862,NA,-1,-1,-1
Tom Emmer,Rep,Minnesota,1961,7,White,Male,1,1,1,1,592336,MN-06,0.1199,0.003,1.549165545477091,63,MN-06,0,0,0,0,0,0,0,0,MN-06,0,0,2,31,2,31,0,0,2,100,2,100,0,0,7,171,7,171,0,0,10,322,10,322,29224,10047,19177,16514,4772,2234,915,201,49,649,1556,338260,NA,NA,NA,NA
Michelle Fischbach,Rep,Minnesota,1965,2,White,Female,1,1,1,1,61575,MN-07,0.1926,0,-0.4449349117278554,59,MN-07,0,1,0,1,0,2,0,2,MN-07,0,1,5,6,5,7,0,1,5,28,5,29,0,2,5,50,5,52,0,2,5,146,5,148,36528,14763,21765,27251,1851,2373,695,424,24,1341,719,229456,NA,0.8333333333333334,0.625,0.625
Pete Stauber,Rep,Minnesota,1966,6,White,Male,1,1,1,NA,22250,MN-08,0.08039999999999999,0.003,-0.5926812617414859,58,MN-08,1,3,1,12,1,33,1,100,MN-08,1,3,0,12,1,15,1,12,0,39,1,51,1,33,0,75,1,108,1,100,0,116,1,216,33998,14517,19481,25237,1165,1339,577,1388,10,1532,427,133426,NA,0,0,0
Trent Kelly,Rep,Mississippi,1966,3,White,Male,1,1,1,1,24653,MS-01,0.1835,0.001,-0.5836530486688157,58,MS-01,1,1,1,2,1,2,2,3,MS-01,1,1,2,5,3,6,1,2,4,15,5,17,1,2,20,17,21,19,2,3,24,18,26,21,49212,19505,29707,31723,11256,2516,861,179,37,1432,884,297612,1,1,1,1
Bennie Thompson,Dem,Mississippi,1948,1,Black,Male,0,0,0,0,4000,MS-02,-0.1119,0.001,-0.6612475907370041,76,MS-02,0,1,0,2,0,3,0,3,MS-02,0,1,1,1,1,2,0,2,1,4,1,6,0,3,1,4,1,7,0,3,2,5,2,8,41946,15688,26258,12244,25683,881,359,137,31,613,842,189592,NA,NA,NA,NA
Michael Guest,Rep,Mississippi,1970,2,White,Male,1,1,1,1,38700,MS-03,0.1474,0.001,-0.5308776391674433,54,MS-03,0,0,0,0,0,0,0,0,MS-03,0,0,1,3,1,3,0,0,2,16,2,16,0,0,9,39,9,39,0,0,12,62,12,62,38833,17501,21332,22306,10589,1577,514,335,23,891,1706,278291,NA,NA,NA,NA
Mike Ezell,Rep,Mississippi,1959,1,White,Male,1,1,1,1,21301,MS-04,0.2174,0.001,-0.5962467108492528,65,MS-04,0,0,0,8,0,29,0,50,MS-04,0,0,0,1,0,1,0,8,1,6,1,14,0,29,8,9,8,38,0,50,10,13,10,63,38345,13724,24621,21447,10482,1729,775,211,17,1059,1081,265216,NA,NA,NA,NA
Cori Bush,Dem,Missouri,1976,2,Black,Female,0,0,0,NA,18,MO-01,-0.2732,0.041,-0.6762082001649578,48,MO-01,3,8,8,27,9,47,10,64,MO-01,3,8,4,5,7,13,8,27,8,24,16,51,9,48,9,89,18,137,10,65,12,193,22,258,78503,33933,44570,36965,13421,4694,5535,182,57,2960,12239,169505,-0.3888888888888889,-0.625,-0.6842105263157895,-0.6842105263157895
Ann Wagner,Rep,Missouri,1962,3,White,Female,1,1,1,1,49157,MO-02,0.071,0.033,-0.4915900719177922,62,MO-02,0,0,1,2,1,4,1,6,MO-02,0,0,7,13,7,13,1,2,15,61,16,63,1,3,17,156,18,159,1,5,21,286,22,291,20431,6894,13537,14419,2477,898,631,110,24,733,405,293833,0.75,0.8125,0.7647058823529411,0.7647058823529411
Blaine Luetkemeyer,Rep,Missouri,1952,3,White,Male,1,1,NA,1,18782,MO-03,0.1603,0.008,-0.6057107427801959,72,MO-03,0,0,3,6,3,8,3,8,MO-03,3,2,4,155,7,157,6,14,10,189,16,203,6,74,12,215,18,289,6,154,16,257,22,411,56192,24575,31617,40933,4434,3072,1290,168,77,2242,2123,306118,1,0.9285714285714286,0.9285714285714286,0.9285714285714286
Mark Alford,Rep,Missouri,1963,3,White,Male,1,1,1,1,33458,MO-04,0.2262,0.001,-0.5505721430904301,61,MO-04,3,2,3,8,3,66,3,146,MO-04,0,0,4,6,4,6,0,0,7,35,7,35,0,0,8,107,8,107,0,0,10,200,10,200,33301,13893,19408,19799,3095,2089,361,151,74,1342,4259,280446,0.7142857142857143,0.6363636363636364,0.5853658536585366,0.5853658536585366
Emanuel Cleaver,Dem,Missouri,1944,4,Black,Male,0,0,1,0,103323,MO-05,-0.10780000000000001,0.008,-0.288085207459094,80,MO-05,0,3,0,14,0,24,0,34,MO-05,0,3,1,0,1,3,0,14,1,2,1,16,0,24,1,3,1,27,0,34,2,4,2,38,43064,18897,24167,22755,5036,5421,3077,145,113,2112,2694,136560,NA,0,-0.8,-0.8
Sam Graves,Rep,Missouri,1963,3,White,Male,1,1,1,1,29750,MO-06,0.2119,0.001,-0.5645033183186702,61,MO-06,0,0,0,0,0,0,0,0,MO-06,0,0,6,154,6,154,0,0,11,216,11,216,0,0,11,302,11,302,0,0,15,413,15,413,36545,14918,21627,24288,3089,2911,1023,226,98,1908,1824,380204,1,1,1,1
Eric Burlison,Rep,Missouri,1976,2,White,Male,1,1,1,1,14750,MO-07,0.2376,0.001,-0.6208592051643016,48,MO-07,0,1,0,4,1,5,2,6,MO-07,0,1,0,1,0,2,0,4,0,9,0,13,1,5,0,15,1,20,2,6,1,28,3,34,53597,21465,32132,40593,1881,3731,1100,543,104,2371,1601,217646,NA,0.5714285714285714,0.4615384615384616,0.4615384615384616
Jason Smith,Rep,Missouri,1980,0,White,Male,1,1,1,1,109456,MO-08,0.2811,0.001,-0.2650431638574768,44,MO-08,0,0,0,1,0,1,0,2,MO-08,0,0,3,3,3,3,0,1,7,34,7,35,0,1,8,106,8,107,0,2,9,199,9,201,24334,11792,12542,17372,1273,876,468,88,14,589,2293,310033,NA,NA,0.3333333333333333,0.3333333333333333
Ryan Zinke,Rep,Montana,1961,3,White,Male,1,1,0,1,88954,MT-01,0.0623,0.005,-0.3420703899980859,63,MT-01,3,4,3,27,3,44,5,58,MT-01,3,4,36,3,39,7,3,27,39,34,42,61,3,44,40,54,43,98,5,58,43,124,48,182,35074,16388,18686,26294,282,2012,840,1518,35,2442,663,182407,0.75,0.65,0.65,0.65
Matt Rosendale,Rep,Montana,1960,3,White,Male,1,1,0,0,99851,MT-02,0.163,0.001,-0.3011297167342961,64,MT-02,1,0,2,4,2,8,2,8,MT-02,1,0,6,5,7,5,2,4,6,39,8,43,2,8,7,58,9,66,2,8,10,73,12,81,13607,5270,8337,9375,206,775,135,1638,38,667,178,174495,NA,NA,NA,NA
Mike Flood,Rep,Nebraska,1975,2,White,Male,1,1,1,1,31858,NE-01,0.0867,0.002,-0.5565834376872975,49,NE-01,1,0,1,6,1,10,1,11,NE-01,1,0,1,5,2,5,1,6,2,18,3,24,1,10,2,34,3,44,1,11,3,43,4,54,64162,30256,33906,41961,3869,7532,2214,302,86,2454,2117,140322,NA,NA,NA,NA
Don Bacon,Rep,Nebraska,1963,4,White,Male,1,1,1,1,1286175,NE-02,-0.0017,0.013,4.155959690349497,61,NE-02,0,5,1,17,1,33,1,41,NE-02,0,5,2,0,2,5,1,17,2,7,3,24,1,33,2,11,3,44,1,41,3,13,4,54,47620,19466,28154,28055,3199,6934,2411,159,50,2334,1358,156864,NA,0.8421052631578947,0.8571428571428571,0.8571428571428571
Adrian Smith,Rep,Nebraska,1970,2,White,Male,1,1,1,1,25958,NE-03,0.2889,0,-0.5787500865132458,54,NE-03,0,0,0,0,0,0,0,0,NE-03,0,0,5,9,5,9,0,0,6,41,6,41,0,0,7,66,7,66,0,0,11,85,11,85,29338,11698,17640,20500,912,4574,238,837,53,627,906,437052,NA,NA,NA,NA
Dina Titus,Dem,Nevada,1950,0,White,Female,0,0,1,0,208972,NV-01,-0.0261,0.024,0.1088443318311805,74,NV-01,8,7,10,20,18,27,20,40,NV-01,8,7,2,0,10,7,10,20,2,1,12,21,18,27,2,5,20,32,20,40,2,5,22,45,45436,18270,27166,11706,3982,15234,7249,140,348,4218,1019,52366,NA,NA,NA,NA
Mark Amodei,Rep,Nevada,1958,2,White,Male,1,1,1,1,35950,NV-02,0.0805,0.015,-0.5412095517558092,66,NV-02,2,1,2,6,2,11,2,20,NV-02,2,1,39,10,41,11,2,6,43,57,45,63,2,11,43,92,45,103,2,20,46,184,48,204,42880,18564,24316,20573,1374,12252,2868,462,228,3339,806,431576,1,1,1,1
Susie Lee,Dem,Nevada,1966,2,White,Female,0,1,1,0,119905,NV-03,-0.0146,0.061,-0.2257856530808099,58,NV-03,1,0,1,0,1,0,1,0,NV-03,1,0,13,9,14,9,1,0,16,30,17,30,1,0,27,62,28,62,1,0,32,93,33,93,8189,2105,6084,1399,1887,2783,1072,49,207,559,8,184467,0,0,0,0
Steven Horsford,Dem,Nevada,1973,3,Black,Male,0,0,1,0,209539,NV-04,-0.0259,0.01,0.1109745843539454,51,NV-04,0,0,0,1,0,4,0,4,NV-04,0,0,16,14,16,14,0,1,18,46,18,47,0,4,26,72,26,76,0,4,28,111,28,115,29288,12256,17032,6722,3210,12452,2682,92,296,2360,165,190723,NA,NA,NA,NA
Chris Pappas,Dem,New Hampshire,1980,0,White,Male,0,1,1,0,523083,NH-01,-6e-4,0.016,1.288977930029057,44,NH-01,2,1,2,12,2,14,3,19,NH-01,2,1,9,21,11,22,2,12,12,63,14,75,2,14,14,210,16,224,3,19,16,384,19,403,212520,78088,134432,112537,37744,29225,5348,1161,753,8296,1749,178102,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556
Annie Kuster,Dem,New Hampshire,1956,2,White,Female,0,0,1,NA,329899,NH-02,-0.0171,0.014,0.5631742204032922,68,NH-02,1,13,1,15,1,38,2,78,NH-02,1,13,14,18,15,31,1,15,20,82,21,97,1,38,29,235,30,273,2,78,34,410,36,488,29330,12805,16525,17292,1269,2199,2033,146,23,1049,3530,397208,0.7777777777777778,0.75,0.6,0.6
Donald Norcross,Dem,New Jersey,1958,3,White,Male,0,1,1,0,221855,NJ-01,-0.1032,0.043,0.1572465245133319,66,NJ-01,1,0,1,4,9,10,10,19,NJ-01,1,0,15,24,16,24,1,4,24,99,25,103,9,10,47,160,56,170,10,19,69,275,79,294,41781,18494,23287,19803,6321,7449,3003,77,39,1478,1984,203234,NA,NA,NA,NA
Jeff Van Drew,Rep,New Jersey,1953,2,White,Male,1,1,1,1,107132,NJ-02,0.0481,0.025,-0.2737745692594266,71,NJ-02,1,1,1,1,8,2,10,2,NJ-02,1,1,7,3,8,4,1,1,7,21,8,22,8,2,16,48,24,50,10,2,22,127,32,129,16927,6105,10822,8214,2177,4187,935,35,12,681,220,196848,0.4444444444444444,0.5294117647058824,0.5,0.5
Andy Kim,Dem,New Jersey,1982,2,Asian,Male,0,0,1,0,427511,NJ-03,-0.0461,0.078,0.9299082755216773,42,NJ-03,0,0,0,1,0,2,0,3,NJ-03,0,0,10,9,10,9,0,1,14,35,14,36,0,2,30,63,30,65,0,3,43,114,43,117,12086,4737,7349,5524,2412,2158,843,20,18,541,300,252715,0,0,0,0
Chris Smith,Rep,New Jersey,1953,4,White,Male,1,1,1,1,267975,NJ-04,0.1413,0.144,0.3305220912680334,71,NJ-04,1,0,1,0,1,1,3,3,NJ-04,1,0,2,6,3,6,1,0,3,16,4,16,1,0,10,29,11,29,3,2,14,37,17,39,32961,20509,12452,23946,1601,4457,746,46,31,695,644,101234,NA,NA,NA,NA
Josh Gottheimer,Dem,New Jersey,1975,2,Jewish,Male,1,1,1,0,2001636,NJ-05,-0.0372,0.13,6.843988967580318,49,NJ-05,6,3,14,10,43,19,45,24,NJ-05,6,3,20,14,26,17,14,10,33,87,47,97,43,19,75,157,118,176,45,24,85,233,130,257,32678,14015,18663,11973,3356,10598,2403,67,35,610,1616,336073,NA,0.90625,0.9090909090909091,0.9090909090909091
Frank Pallone,Dem,New Jersey,1951,3,White,Male,0,1,1,0,247363,NJ-06,-0.0795,0.03,0.2530815886238897,73,NJ-06,1,5,2,14,2,24,4,31,NJ-06,1,5,8,3,9,8,2,14,12,17,14,31,2,25,22,28,24,53,4,32,30,63,34,95,72221,32124,40097,22775,6898,13870,17885,87,56,2357,5896,102438,NA,NA,1,1
Thomas Kean Jr.,Rep,New Jersey,1968,2,White,Male,1,1,1,1,625407,NJ-07,0.0133,0.039,1.673415247735216,56,NJ-07,1,0,2,1,11,1,12,1,NJ-07,1,0,24,20,25,20,2,1,44,94,46,95,11,1,110,183,121,184,12,1,129,308,141,309,9291,4241,5050,4118,991,2522,678,19,16,310,102,382015,0.8125,0.8333333333333334,0.8421052631578947,0.8421052631578947
Rob Menendez,Dem,New Jersey,1985,2,Hispanic,Male,0,1,1,0,325668,NJ-08,-0.2195,0.024,0.5472781032537011,39,NJ-08,1,1,4,11,11,17,13,21,NJ-08,1,1,58,82,59,83,4,10,143,444,147,454,11,16,270,800,281,816,13,20,365,1217,378,1237,10552,6080,4472,2574,982,1758,1056,16,3,240,2660,396747,NA,NA,1,1
Bill Pascrell,Dem,New Jersey,1937,3,White,Male,0,0,1,0,210073,NJ-09,-0.08310000000000001,0.025,0.1129808539256499,87,NJ-09,0,5,1,14,6,23,8,30,NJ-09,0,5,14,5,14,10,1,15,28,28,29,43,6,24,70,56,76,80,8,31,76,76,84,107,13947,4246,9701,2946,3791,5360,730,28,37,434,150,310758,0,-0.25,-0.4,-0.4
Donald Payne Jr.,Dem,New Jersey,1958,3,Black,Male,0,0,NA,NA,16250,NJ-10,-0.3001,0.024,-0.6152236164797384,66,NJ-10,1,3,3,13,12,33,14,83,NJ-10,1,4,9,2,10,6,3,23,16,19,19,42,14,56,38,38,52,94,18,117,43,53,61,170,75435,35031,40404,15099,15454,26478,6842,120,81,1543,6369,81100,NA,NA,-1,-1
LaMonica McIver,Dem,New Jersey,1986,1,Black,Female,NA,NA,NA,NA,NA,NJ-10,-0.3001,0.024,NA,38,NJ-10,1,3,3,13,12,33,14,83,NJ-10,1,4,9,2,10,6,3,23,16,19,19,42,14,56,38,38,52,94,18,117,43,53,61,170,75435,35031,40404,15099,15454,26478,6842,120,81,1543,6369,81100,NA,NA,NA,NA
Mikie Sherrill,Dem,New Jersey,1972,4,White,Female,0,0,1,0,181913,NJ-11,-0.058,0.096,0.007182069020784429,52,NJ-11,7,2,10,18,18,44,22,66,NJ-11,7,1,9,13,16,14,10,8,24,59,34,67,16,21,85,116,101,137,18,32,96,193,114,225,61257,24780,36477,21518,8187,19296,3739,89,62,1731,2393,141903,NA,0.75,0.2857142857142857,0.2857142857142857
Bonnie Watson Coleman,Dem,New Jersey,1945,3,Black,Female,0,0,0,NA,90581,NJ-12,-0.1209,0.093,-0.3359576548048964,79,NJ-12,6,3,9,15,10,25,15,57,NJ-12,6,3,2,5,8,8,9,15,4,17,13,32,10,25,13,29,23,54,15,57,17,38,32,95,33823,16294,17529,13240,4473,5825,3448,57,51,1292,2918,105783,NA,-1,-1,-1
Melanie Stansbury,Dem,New Mexico,1979,0,White,Female,0,0,1,0,50567,NM-01,-0.047,0.015,-0.4862926185543028,45,NM-01,1,5,3,25,11,33,14,65,NM-01,1,5,0,2,1,7,3,25,1,24,4,49,11,33,1,43,12,76,14,65,1,55,15,120,46276,18542,27734,12455,1319,23376,1397,2955,89,1659,1214,69181,NA,NA,NA,NA
Gabe Vasquez,Dem,New Mexico,1984,0,Hispanic,Male,0,0,1,0,161033,NM-02,-0.0112,0.004,-0.07126532546833456,40,NM-02,0,0,0,1,0,3,0,5,NM-02,0,0,8,9,8,9,0,1,12,57,12,58,0,3,22,89,22,92,0,5,28,138,28,143,32401,13052,19349,8148,866,19001,610,927,52,817,1369,313218,NA,NA,NA,NA
Teresa Leger Fernandez,Dem,New Mexico,1959,3,Hispanic,Female,0,0,1,0,83307,NM-03,-0.0359,0.009,-0.3632865028659046,65,NM-03,0,2,1,23,1,40,1,50,NM-03,0,2,6,9,6,11,1,23,13,57,14,80,1,40,25,90,26,130,1,50,32,144,33,194,36780,13436,23344,11030,1060,14828,509,6219,108,951,671,502913,0.1666666666666667,0,0.1,0.1
Nick LaLota,Rep,New York,1978,3,White,Male,1,1,1,1,76971,NY-01,0.0293,0.077,-0.3870912294694993,46,NY-01,1,1,2,5,16,18,21,33,NY-01,1,1,3,1,4,2,2,4,10,6,12,10,16,17,27,6,43,23,21,32,36,8,57,40,58202,28131,30071,20022,4455,14905,9784,114,57,1709,4312,32601,NA,1,1,1
Andrew Garbarino,Rep,New York,1984,0,White,Male,NA,1,1,1,170889,NY-02,0.034,0.04,-0.03423575075163165,40,NY-02,0,0,0,2,0,2,0,3,NY-02,0,0,9,2,9,2,0,3,21,9,21,12,0,3,67,26,67,29,0,4,85,45,85,49,1120,349,771,314,342,372,28,7,1,13,1,126220,0,0,0.5,0.5
George Santos,Rep,New York,1988,0,Hispanic,Male,1,NA,1,NA,39350,NY-03,-0.0178,0.165,-0.5284355507374661,36,NY-03,3,1,10,3,27,3,36,4,NY-03,3,1,11,4,14,5,10,3,17,16,27,19,27,3,54,44,81,47,36,4,65,71,101,75,31481,13147,18334,11747,3661,5789,4453,81,51,937,2372,189884,0.5555555555555556,0.6521739130434783,0.6521739130434783,0.6521739130434783
Tom Suozzi,Dem,New York,1962,3,White,Male,NA,NA,1,0,312720,NY-03,-0.0178,0.165,0.498631701728552,62,NY-03,3,1,10,3,27,3,36,4,NY-03,3,1,11,4,14,5,10,3,17,16,27,19,27,3,54,44,81,47,36,4,65,71,101,75,31481,13147,18334,11747,3661,5789,4453,81,51,937,2372,189884,NA,NA,NA,NA
Anthony D'Esposito,Rep,New York,1982,0,Hispanic,Male,1,1,1,1,136462,NY-04,-0.0509,0.144,-0.1635800251806019,42,NY-04,5,0,9,2,24,6,28,9,NY-04,5,0,3,1,8,1,9,2,10,6,19,8,24,6,27,6,51,12,28,9,36,8,64,17,36537,14290,22247,13833,5361,9049,4089,113,43,1016,1394,59138,0.5,0.7777777777777778,0.7222222222222222,0.7222222222222222
Gregory Meeks,Dem,New York,1953,3,Black,Male,0,0,1,0,690907,NY-05,-0.3042,0.04,1.919502620294474,71,NY-05,0,0,0,0,0,0,0,0,NY-05,0,0,8,1,8,1,0,0,19,5,19,5,0,0,51,9,51,9,0,0,64,14,64,14,26537,11459,15078,9224,4887,5762,4134,138,43,956,885,160701,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Grace Meng,Dem,New York,1975,2,Asian,Female,0,1,1,0,619633,NY-06,-0.1473,0.07,1.651721988358771,49,NY-06,0,0,0,0,0,0,0,1,NY-06,0,0,3,1,3,1,0,0,10,3,10,3,0,0,27,3,27,3,0,1,36,4,36,5,30241,13244,16997,5694,4592,8881,8305,159,74,835,1610,107874,0.4166666666666667,0.5,0.55,0.55
Nydia Velázquez,Dem,New York,1953,0,Hispanic,Female,0,0,0,0,50762,NY-07,-0.311,0.129,-0.4855599920253096,71,NY-07,0,0,0,0,0,0,0,0,NY-07,0,0,49,72,49,72,0,0,127,397,127,397,0,0,223,698,223,698,0,0,309,1037,309,1037,44012,21636,22376,10135,7574,13854,6462,141,64,896,4210,330245,NA,-1,-1,-1
Hakeem Jeffries,Dem,New York,1970,2,Black,Male,0,0,1,0,1741230,NY-08,-0.2583,0.115,5.865628229585418,54,NY-08,0,0,0,0,0,0,0,0,NY-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18430,9924,8506,3949,6065,4671,2927,23,9,376,410,111479,NA,0.1666666666666667,0.1666666666666667,0.1666666666666667
Yvette Clarke,Dem,New York,1964,0,Black,Female,0,0,1,0,94656,NY-09,-0.2511,0.221,-0.3206476388784998,60,NY-09,0,0,0,0,0,0,0,0,NY-09,0,0,49,72,49,72,0,0,127,397,127,397,0,0,223,698,223,698,0,0,309,1036,309,1036,26653,12528,14125,9848,6706,4486,3935,30,12,622,838,191921,0.2857142857142857,0.2666666666666667,0.2666666666666667,0.2666666666666667
Dan Goldman,Dem,New York,1976,5,Jewish,Male,0,1,1,0,265025,NY-10,-0.3469,0.211,0.3194387668550592,48,NY-10,49,72,127,397,223,698,309,1036,NY-10,49,72,1,1,50,73,127,397,4,10,131,407,223,698,11,16,234,714,309,1036,13,20,322,1056,115202,46798,68404,29086,13040,20303,14944,226,85,3615,30280,202832,NA,NA,0.5,0.5
Nicole Malliotakis,Rep,New York,1980,0,Hispanic,Female,1,1,1,1,250575,NY-11,0.05889999999999999,0.071,0.2651492625271009,44,NY-11,0,0,0,0,0,0,0,0,NY-11,0,0,52,78,52,78,0,0,135,422,135,422,0,0,247,740,247,740,0,0,338,1089,338,1089,14277,6236,8041,6195,1816,3440,1731,39,15,484,391,252349,0.9166666666666666,0.7037037037037037,0.7096774193548387,0.7096774193548387
